id,subject,key,datetime,ip,Temperature,Pressure,Humidity,VoC,CO2,Altitude
245999,SPXEGN1TGSB2IKT9 | 1733224770,SPXEGN1TGSB2IKT9,2024-12-03 20:19:30,210.99.114.165,29.01,1018.21,14.72,486.03,33448.12,-41.30
246056,SPXEGN1TGSB2IKT9 | 1733225386,SPXEGN1TGSB2IKT9,2024-12-03 20:29:46,210.99.114.165,28.94,1018.26,14.75,488.88,33865.34,-41.63
246111,SPXEGN1TGSB2IKT9 | 1733225997,SPXEGN1TGSB2IKT9,2024-12-03 20:39:57,210.99.114.165,28.88,1018.13,14.75,491.40,34236.72,-40.47
246163,SPXEGN1TGSB2IKT9 | 1733226576,SPXEGN1TGSB2IKT9,2024-12-03 20:49:36,210.99.114.165,28.82,1018.12,14.80,491.76,34290.19,-40.47
246219,SPXEGN1TGSB2IKT9 | 1733227194,SPXEGN1TGSB2IKT9,2024-12-03 20:59:54,210.99.114.165,28.75,1018.10,14.82,493.95,34614.00,-40.30
246271,SPXEGN1TGSB2IKT9 | 1733227770,SPXEGN1TGSB2IKT9,2024-12-03 21:09:30,210.99.114.165,28.70,1018.08,14.81,493.22,34505.55,-40.22
246328,SPXEGN1TGSB2IKT9 | 1733228387,SPXEGN1TGSB2IKT9,2024-12-03 21:19:47,210.99.114.165,28.63,1018.06,14.82,496.15,34942.18,-40.05
246380,SPXEGN1TGSB2IKT9 | 1733228963,SPXEGN1TGSB2IKT9,2024-12-03 21:29:23,210.99.114.165,28.60,1018.13,14.82,498.01,35219.18,-40.72
246436,SPXEGN1TGSB2IKT9 | 1733229580,SPXEGN1TGSB2IKT9,2024-12-03 21:39:40,210.99.114.165,28.55,1018.05,14.84,501.00,35668.93,-39.97
246490,SPXEGN1TGSB2IKT9 | 1733230199,SPXEGN1TGSB2IKT9,2024-12-03 21:49:59,210.99.114.165,28.49,1018.12,14.85,501.38,35725.78,-40.55
246543,SPXEGN1TGSB2IKT9 | 1733230771,SPXEGN1TGSB2IKT9,2024-12-03 21:59:31,210.99.114.165,28.43,1018.07,14.86,501.00,35668.93,-40.05
246598,SPXEGN1TGSB2IKT9 | 1733231387,SPXEGN1TGSB2IKT9,2024-12-03 22:09:47,210.99.114.165,28.35,1018.13,14.91,501.76,35782.68,-40.63
246651,SPXEGN1TGSB2IKT9 | 1733231957,SPXEGN1TGSB2IKT9,2024-12-03 22:19:17,210.99.114.165,28.33,1018.11,14.92,507.10,36593.88,-40.38
246706,SPXEGN1TGSB2IKT9 | 1733232571,SPXEGN1TGSB2IKT9,2024-12-03 22:29:31,210.99.114.165,28.28,1018.18,14.91,505.18,36301.11,-41.05
246763,SPXEGN1TGSB2IKT9 | 1733233191,SPXEGN1TGSB2IKT9,2024-12-03 22:39:51,210.99.114.165,28.24,1018.14,14.96,509.42,36949.63,-40.80
246814,SPXEGN1TGSB2IKT9 | 1733233761,SPXEGN1TGSB2IKT9,2024-12-03 22:49:21,210.99.114.165,28.21,1018.16,14.97,510.98,37189.73,-40.88
246871,SPXEGN1TGSB2IKT9 | 1733234381,SPXEGN1TGSB2IKT9,2024-12-03 22:59:41,210.99.114.165,28.15,1018.11,15.01,509.42,36949.63,-40.38
246928,SPXEGN1TGSB2IKT9 | 1733234998,SPXEGN1TGSB2IKT9,2024-12-03 23:09:58,210.99.114.165,28.14,1018.09,15.05,514.53,37737.99,-40.30
246980,SPXEGN1TGSB2IKT9 | 1733235599,SPXEGN1TGSB2IKT9,2024-12-03 23:19:59,210.99.114.165,28.11,1018.03,15.09,516.52,38047.76,-39.80
247032,SPXEGN1TGSB2IKT9 | 1733236176,SPXEGN1TGSB2IKT9,2024-12-03 23:29:36,210.99.114.165,28.09,1018.22,15.13,512.16,37371.16,-41.38
247088,SPXEGN1TGSB2IKT9 | 1733236793,SPXEGN1TGSB2IKT9,2024-12-03 23:39:53,210.99.114.165,28.03,1018.18,15.17,513.34,37553.96,-40.96
247139,SPXEGN1TGSB2IKT9 | 1733237365,SPXEGN1TGSB2IKT9,2024-12-03 23:49:25,210.99.114.165,27.98,1018.30,15.23,514.93,37799.75,-41.96
247197,SPXEGN1TGSB2IKT9 | 1733237977,SPXEGN1TGSB2IKT9,2024-12-03 23:59:37,210.99.114.165,27.96,1018.29,15.28,517.73,38235.34,-41.96
247253,SPXEGN1TGSB2IKT9 | 1733238592,SPXEGN1TGSB2IKT9,2024-12-04 00:09:52,210.99.114.165,27.96,1018.28,15.31,518.13,38298.14,-41.79
